date,temperature,temp_max,temp_min,precip,wind_speed,wind_dir,humidity,pressure
2018-10-22,8.566667,12.6,4.75,0.2,14.264361,269.13632,82.84761,1026.1044
2018-10-23,7.75,10.6,4.6,10.299999,38.292225,254.43579,79.23516,1016.425
2018-10-24,7.743751,9.3,5.25,5.9,38.954926,300.0055,61.556507,1005.55414
2018-10-25,7.431249,12.0,3.65,4.4,35.756172,269.16336,77.28264,1010.39166
2018-10-26,8.610417,11.5,6.75,0.2,20.892412,249.64781,79.45919,1010.56665
2018-10-27,9.75625,14.6,6.9,4.6,17.283749,260.353,83.98728,1006.6624
2018-10-28,7.25625,8.05,6.2,12.400002,23.4,63.815075,93.07465,1010.83344
2018-10-29,12.822917,18.6,7.9,1.6,21.120682,97.8112,88.58648,1007.69574
2018-10-30,16.433332,20.55,11.05,0.3,27.475807,138.14296,65.407005,1007.3083
2018-10-31,11.368751,18.05,6.8,0.0,11.159999,157.28555,69.50755,1020.98755
2018-11-01,11.020833,17.7,4.25,0.0,14.336861,99.378105,75.335144,1021.02094
2018-11-02,14.860415,19.45,11.1,1.2,10.948973,163.8723,74.00725,1021.47906
2018-11-03,12.320834,14.6,9.7,3.3,15.893093,338.39938,90.071175,1025.779
2018-11-04,11.277083,14.25,9.45,0.0,15.683776,77.29293,91.19808,1023.7708
2018-11-05,10.7375,14.3,7.3,0.0,9.504272,106.33281,91.52407,1019.86676
2018-11-06,10.56875,16.35,5.05,0.0,10.703569,124.307846,67.37103,1018.8833
2018-11-07,10.133334,16.6,5.55,0.0,10.829959,121.733475,73.10206,1017.8416
2018-11-08,9.5125,15.55,4.6,0.0,11.177405,246.40364,80.05983,1020.85004
2018-11-09,8.045835,14.55,3.65,0.0,7.928178,133.26433,89.84928,1020.31665
2018-11-10,7.202083,11.5,4.95,0.0,8.905908,112.186745,92.42054,1016.67487
2018-11-11,7.7895837,13.9,4.15,0.0,11.367109,139.08577,87.92428,1017.62085
2018-11-12,8.939584,14.8,3.9,0.0,13.556282,157.60033,81.53503,1023.37506
2018-11-13,10.977084,16.6,5.95,1.4000001,22.7057,222.89003,79.961815,1023.90405
2018-11-14,8.202084,10.35,5.3,1.0,22.086521,277.01062,85.306946,1028.9708
2018-11-15,7.247917,9.75,5.25,0.1,12.538134,14.976888,83.23595,1031.4208
2018-11-16,4.1541667,5.85,0.7,0.3,19.296133,78.66781,84.72026,1036.1376
2018-11-17,-0.3520834,3.05,-2.95,0.0,17.447933,70.65993,74.64678,1037.8583
2018-11-18,-1.8958331,1.3,-4.4,0.0,10.440001,66.11696,81.17855,1029.1788
2018-11-19,-0.65416664,0.4,-2.35,0.2,18.792551,75.06451,85.15132,1021.7708
2018-11-20,0.8999999,2.9,-0.45,3.0000002,28.981676,81.60302,79.30085,1020.38336
2018-11-21,0.19999999,0.8,-0.2,1.0,20.721119,76.37568,88.64648,1020.97076
2018-11-22,-0.056250002,1.4,-1.7,0.1,18.289274,80.33594,85.93139,1025.2583
2018-11-23,0.08333323,3.6,-2.6,0.0,11.966954,77.84339,91.10031,1026.5999
2018-11-24,2.65625,6.9,-0.95,2.2,9.6932955,62.560394,94.229774,1017.6541
2018-11-25,5.495833,7.65,3.35,0.0,11.269782,12.926014,91.59725,1013.8958
2018-11-26,2.741666,4.65,-0.8,2.0,25.277023,59.18377,92.59167,1009.6541
2018-11-27,-1.0958334,-0.4,-2.0,0.0,18.58451,56.22104,75.01085,1017.854
2018-11-28,-1.09375,-0.15,-2.2,0.1,17.114204,69.01696,76.955925,1029.5333
2018-11-29,-3.629166,0.75,-6.95,0.0,18.72346,94.52054,68.244705,1034.0417
2018-11-30,-4.1208334,0.65,-6.9,0.0,12.245294,97.58545,72.34559,1027.0333
2018-12-01,-3.95,0.2,-8.35,0.1,16.766108,248.48958,75.799355,1020.86676
2018-12-02,1.1333333,6.0,-4.2,1.5,13.493999,199.16144,78.278564,1015.08746
2018-12-03,4.6625,8.5,2.05,1.8000001,17.782688,241.24487,87.24988,1007.6709
2018-12-04,5.9729176,8.0,2.85,4.3,21.96,262.2856,89.959076,1011.08325
2018-12-05,1.2895831,3.3,-0.6,0.0,18.014393,266.45645,84.09554,1027.7333
2018-12-06,-0.7916667,4.0,-4.25,0.0,10.182337,165.57283,72.66521,1025.4125
2018-12-07,4.402084,7.1,0.25,1.5,15.379206,240.71931,84.11741,1014.2376
2018-12-08,5.3041663,7.15,2.85,4.8,27.086262,246.66013,80.81783,1006.65826
2018-12-09,5.683333,8.65,3.85,2.1,32.750107,229.48778,74.03772,999.94995
2018-12-10,3.166667,5.25,0.75,5.0999994,28.856194,265.56293,87.90443,1006.821
2018-12-11,0.8875,3.2,-0.15,4.9000006,19.296133,247.58453,88.23837,1011.5957
2018-12-12,0.20208335,1.1,-1.05,2.1000001,11.928989,339.00122,94.13871,1018.7874
2018-12-13,-1.28125,-0.4,-3.75,0.3,14.154915,262.4707,91.24845,1023.22925
2018-12-14,-0.91458344,-0.05,-2.1,0.3,12.7279215,67.05966,86.670845,1025.1583
2018-12-15,-1.4958334,-0.6,-2.4,2.6000001,22.238562,67.20535,87.20466,1025.2708
2018-12-16,-3.4854167,-1.3,-9.55,0.90000004,19.33639,101.46218,87.34396,1020.14594
2018-12-17,-4.1791663,-0.25,-10.6,0.0,14.205182,250.99684,86.11257,1023.26666
2018-12-18,-1.4874998,1.5,-5.35,0.1,10.195057,218.65979,90.17753,1029.2167
2018-12-19,-5.5500007,-1.65,-9.35,0.0,10.703569,88.82823,89.824196,1027.2416
2018-12-20,-3.1125,-0.8,-6.2,1.6,11.770403,301.32852,85.81921,1021.4959
2018-12-21,2.802083,5.25,0.0,0.3,20.140705,230.94148,79.17622,1017.39996
2018-12-22,6.2979164,8.7,3.75,5.1,32.096577,252.12717,80.96763,1007.2834
2018-12-23,2.8666668,4.35,1.1,3.1,23.084955,257.37753,91.55594,1017.17505
2018-12-24,1.9,4.4,-0.7,4.4999995,23.507751,300.60767,84.01241,1015.42084
2018-12-25,0.45208332,2.25,-1.7,4.0000005,23.377836,276.27145,83.68569,1025.15
2018-12-26,2.6270833,3.2,2.0,3.1999998,27.0024,267.57803,93.486946,1024.2793
2018-12-27,4.258333,5.7,2.75,1.7,22.89611,258.59824,93.10836,1023.5457
2018-12-28,4.5979166,5.1,4.1,2.6999998,21.791153,267.53967,92.72721,1021.5625
2018-12-29,3.8083334,4.4,3.5,2.8999994,17.076298,274.6353,92.22364,1025.375
2018-12-30,3.6395829,4.9,1.95,4.9,22.768398,256.73218,87.4197,1020.39575
2018-12-31,2.4520833,3.35,1.15,1.6000001,22.565422,296.8345,86.498924,1026.6249
2019-01-01,2.8208334,4.9,-0.35,4.0000005,31.875755,246.49352,83.427986,1019.8625
2019-01-02,0.81250006,2.95,-1.8,6.3999987,33.528355,290.29422,81.39239,1012.22504
2019-01-03,-2.8479166,-1.25,-4.6,0.70000005,27.0,310.29837,69.49474,1023.175
2019-01-04,-3.3125,-1.75,-4.55,1.7,19.416653,275.08237,78.06226,1026.8375
2019-01-05,0.102083355,1.6,-1.5,8.200001,24.923338,267.0518,90.52942,1014.6875
2019-01-06,-3.51875,-1.2,-5.8,0.5,19.296133,349.21573,82.48034,1021.84174
2019-01-07,-8.702083,-6.2,-13.85,0.0,11.298495,246.18135,86.62513,1029.9917
2019-01-08,-2.6854162,0.4,-14.15,2.4999998,19.813087,224.3778,79.60604,1010.83746
2019-01-09,-0.0020833288,0.7,-1.0,3.1,15.315873,231.96944,89.343925,1002.4124
2019-01-10,-4.0499997,-2.85,-6.35,2.8999999,11.177405,1.5527663,92.08615,1015.1917
2019-01-11,-6.370834,-3.05,-7.95,0.8,21.273533,255.96373,86.58771,1019.72906
2019-01-12,-0.0312501,1.75,-2.55,3.6,27.691935,253.48468,90.871925,1011.39996
2019-01-13,2.1520832,3.1,1.25,5.2999997,24.826954,245.6348,88.29928,1000.6626
2019-01-14,1.00625,3.25,-2.9,4.6999993,37.226505,275.80185,80.34794,993.74994
2019-01-15,-0.2083333,1.5,-3.0,7.1,31.421213,269.29605,75.97924,1007.2708
2019-01-16,2.8479166,4.0,1.5,8.200001,34.828953,258.4556,90.30047,1008.8125
2019-01-17,3.5062501,7.05,-0.1,0.0,25.44566,236.05923,70.22538,1005.7666
2019-01-18,1.8166666,5.9,-2.0,0.6,24.57511,264.90134,78.896484,1012.66656
2019-01-19,-3.208333,0.4,-5.95,0.0,10.703569,208.24968,77.08637,1022.73334
2019-01-20,-4.8416667,-1.2,-7.2,0.0,7.9932976,72.072044,76.808266,1019.50836
2019-01-21,-4.0333333,-1.8,-7.3,0.0,7.5685663,216.11945,79.53919,1023.18335
2019-01-22,-5.8374996,-1.3,-9.6,0.0,11.165805,103.64597,70.561165,1016.99585
2019-01-23,-5.0604167,-2.75,-7.7,0.0,19.416653,82.39777,76.39016,1007.71674
2019-01-24,-5.475,-4.45,-5.9,1.0,21.868332,73.787125,67.73589,1010.66656
2019-01-25,-5.1562505,-3.55,-6.3,2.0,20.774214,322.5284,68.43826,1012.94165
2019-01-26,-2.7749999,0.25,-6.05,0.6,18.556595,245.66039,71.0436,1008.8667
2019-01-27,1.4645834,5.95,-0.95,0.0,17.811815,195.56416,74.5629,1000.31665
2019-01-28,0.27916667,1.45,-2.1,4.7999997,14.759999,246.0051,90.45978,996.3291
2019-01-29,0.4333334,3.65,-2.4,0.5,23.535301,250.42021,85.00303,1004.0127
2019-01-30,0.0020833437,2.6,-2.0,0.1,10.787993,68.09542,87.08615,1004.7666
2019-01-31,-0.44166663,4.0,-4.55,0.5,9.983106,255.44637,82.14211,1004.3835
2019-02-01,0.28541645,6.85,-4.95,0.0,13.1041975,119.92844,73.92861,1003.7417
2019-02-02,7.2729173,12.05,3.3,0.8,23.686249,136.76688,75.59002,999.87085
2019-02-03,5.5625,9.0,1.95,6.2,20.008356,249.14546,91.286095,1006.4126
2019-02-04,0.69166666,1.8,-0.7,3.8999999,25.764534,271.94806,87.86279,1025.7294
2019-02-05,-0.17708333,3.9,-3.9,0.0,14.618837,244.49313,85.31568,1029.7665
2019-02-06,-0.38749996,2.8,-4.15,0.0,14.759999,249.61507,76.27222,1029.7292
2019-02-07,-0.6541665,7.1,-4.5,0.0,14.693999,207.8293,67.646385,1020.90015
2019-02-08,0.98125005,6.35,-3.0,0.0,14.917212,250.17458,72.52398,1020.3416
2019-02-09,2.3833334,9.2,-2.9,0.0,25.318008,218.37735,69.92881,1015.79175
2019-02-10,5.6749997,11.15,2.0,0.0,17.727943,209.06842,69.84567,1010.92084
2019-02-11,4.8500004,7.3,2.0,2.4999995,33.87062,257.1736,76.59542,1004.0332
2019-02-12,1.2604167,2.75,-0.2,0.90000004,30.04221,298.32388,73.0466,1020.5166
2019-02-13,1.4812499,4.75,-2.1,0.6,29.257614,259.57788,78.852486,1030.8208
2019-02-14,5.7687497,7.7,4.35,1.1000001,24.693481,276.8906,85.025406,1033.5416
2019-02-15,5.322917,8.05,2.05,0.5,15.517629,258.36374,86.51456,1033.5417
2019-02-16,3.939583,11.25,-0.15,0.0,13.493999,253.35486,72.74923,1029.9791
2019-02-17,5.1041665,13.0,0.9,0.0,17.313717,253.54146,68.12221,1026.2083
2019-02-18,3.208334,12.2,-2.1,0.0,7.5685663,214.55585,76.24869,1023.36255
2019-02-19,3.9229162,13.15,-2.3,0.0,19.201874,249.1118,70.55342,1017.875
2019-02-20,4.929167,8.25,3.0,1.1,27.333935,271.25443,77.25274,1020.60425
2019-02-21,5.2791667,9.7,2.0,4.2,23.759998,264.3583,74.91485,1024.0168
2019-02-22,0.33958307,5.35,-5.4,6.0,27.210379,17.004047,64.86819,1029.8876
2019-02-23,-4.308333,-0.9,-6.85,0.0,13.854155,39.84144,51.04039,1044.3541
2019-02-24,-1.0875,2.0,-5.7,0.4,18.289274,254.57294,50.25781,1039.5958
2019-02-25,3.6895835,9.45,-1.45,0.0,23.266697,256.63977,58.96915,1034.0707
2019-02-26,5.4520836,10.6,2.05,0.0,25.925,287.38602,73.66133,1027.2708
2019-02-27,4.195833,9.2,-0.5,0.0,20.240196,271.40915,72.913956,1025.9249
2019-02-28,8.374999,14.45,3.8,0.0,34.875435,271.45697,55.010937,1009.51245
2019-03-01,4.9604163,9.05,1.1,0.1,19.602652,286.2874,76.54818,1009.60425
2019-03-02,0.48750004,4.2,-3.3,0.0,12.181625,293.13293,73.9075,1016.4875
2019-03-03,5.1625,9.85,-1.15,0.0,29.308508,236.0992,71.34283,1013.2498
2019-03-04,11.341667,16.95,7.0,0.9,27.804028,237.38672,57.38445,1001.32916
2019-03-05,6.829168,9.4,4.0,1.8000002,39.70459,258.29358,62.731434,1004.25
2019-03-06,5.277084,10.2,2.4,0.2,22.101183,250.57642,65.38097,1014.87915
2019-03-07,8.858335,15.6,1.85,0.4,23.557316,199.21413,63.04234,1005.65826
2019-03-08,10.035417,14.0,7.45,0.0,32.28981,247.1958,59.2222,1010.9167
2019-03-09,7.799999,11.85,3.8,1.4000001,36.16701,239.9453,64.23623,1013.7209
2019-03-10,6.879167,9.9,3.65,8.5,42.150757,254.21565,67.59377,1006.3499
2019-03-11,4.7354164,8.6,0.65,3.1,59.40109,268.03534,67.65674,1008.6541
2019-03-12,2.35625,5.15,0.35,1.7,25.284714,272.47577,72.049355,1018.85425
2019-03-13,3.7291667,8.1,-1.75,0.5,23.18579,215.87459,60.466965,1011.3999
2019-03-14,5.308333,8.2,2.75,0.3,26.882141,232.73433,67.32229,1006.5542
2019-03-15,6.4520836,9.15,4.0,3.5999997,30.096085,249.3441,69.11229,1001.75836
2019-03-16,7.1104164,9.3,5.4,4.799999,39.18712,270.59677,65.9173,1005.39594
2019-03-17,12.047916,19.65,5.9,0.4,25.729298,227.1828,59.3802,1006.0667
2019-03-18,6.9958324,12.6,2.9,2.4999998,20.176065,261.35825,71.037926,1012.79175
2019-03-19,3.8770835,7.55,0.1,0.0,18.331741,278.501,64.580986,1024.3917
2019-03-20,3.4645834,8.0,-1.1,0.0,11.440978,261.2377,67.413414,1033.05
2019-03-21,5.5291667,10.3,-0.05,0.0,18.751125,259.44397,68.04078,1034.3668
2019-03-22,8.708334,12.9,4.55,0.1,12.605142,272.57327,82.02648,1032.5626
2019-03-23,9.216666,15.55,3.85,0.0,9.3876505,107.93908,81.43433,1027.9125
2019-03-24,8.793751,12.05,7.0,0.6,13.910169,300.58575,75.999794,1022.825
2019-03-25,6.052084,9.3,2.8,3.3999999,23.838959,284.6118,79.29833,1013.8125
2019-03-26,4.204167,7.85,2.1,2.6000001,35.42846,287.02948,74.28522,1020.28754
2019-03-27,3.5145833,8.3,-1.8,0.2,15.646544,280.19928,66.43388,1028.1
2019-03-28,5.8958335,9.25,3.45,2.0,19.469976,261.9362,82.02647,1030.6875
2019-03-29,6.4791665,11.95,1.6,0.0,15.328561,264.55975,77.65306,1032.2042
2019-03-30,8.452083,15.4,2.8,0.0,7.42159,218.65979,76.016716,1025.6041
2019-03-31,10.402083,17.95,3.75,0.0,14.84318,284.1622,64.79328,1019.58746
2019-04-01,6.512499,10.2,2.9,0.0,19.592731,58.30472,53.920223,1025.6791
2019-04-02,6.9499993,14.7,0.6,0.0,25.20257,92.88222,50.22542,1020.74585
2019-04-03,9.991666,19.4,1.55,0.0,13.450708,99.771675,62.650394,1011.6125
2019-04-04,11.627084,19.05,4.3,0.3,20.523157,133.25677,57.82985,1007.1584
2019-04-05,13.241665,20.2,8.05,0.0,13.104198,106.03126,55.025085,1007.20825
2019-04-06,10.520834,16.05,7.45,6.0,18.971008,100.73074,72.79661,1008.34576
2019-04-07,9.610416,14.9,5.1,0.0,16.575644,259.72668,76.53713,1008.37085
2019-04-08,11.0125,17.2,3.55,0.0,11.4862,73.300674,73.51558,1008.3916
2019-04-09,11.675,17.0,6.85,0.0,17.49615,47.244625,62.02603,1009.04584
2019-04-10,6.6041675,10.35,4.35,0.2,19.319628,62.358944,62.598537,1013.8083
2019-04-11,4.375,5.9,3.15,0.6,17.377226,49.61488,76.93687,1018.5459
2019-04-12,2.4875,3.85,1.35,4.1000004,21.470612,59.07828,86.79718,1021.7334
2019-04-13,3.7895832,5.9,1.3,3.3999999,14.372974,61.732384,88.53262,1020.5374
2019-04-14,7.85,13.6,2.7,0.0,22.38378,72.33806,60.889812,1020.23334
2019-04-15,5.8958335,11.35,0.0,0.0,16.58346,64.12206,53.95283,1024.5833
2019-04-16,6.160417,12.75,-1.6,0.1,18.861387,67.650986,57.077343,1024.0624
2019-04-17,8.908334,14.75,4.3,0.0,11.609651,55.51116,68.99322,1025.2916
2019-04-18,10.445833,17.45,3.05,0.0,18.0,85.708626,62.61005,1029.6334
2019-04-19,11.722917,19.3,4.5,0.0,15.277749,53.486187,54.504055,1030.6708
2019-04-20,12.670834,20.2,3.7,0.0,16.055355,291.88077,45.807343,1027.9584
2019-04-21,11.672916,18.5,4.6,0.0,13.527572,300.16492,50.03502,1022.0876
2019-04-22,11.506249,16.4,6.7,1.9000001,24.023088,101.24939,60.989426,1017.64594
2019-04-23,12.047917,17.5,7.3,0.0,29.162222,112.60404,57.765488,1017.19995
2019-04-24,14.270832,19.4,9.8,0.9,22.961115,122.08616,61.432663,1015.4832
2019-04-25,17.80625,25.15,10.5,0.0,17.148247,181.74152,59.195892,1014.4334
2019-04-26,19.4375,26.85,10.65,0.0,16.981165,196.07674,50.995045,1010.70844
2019-04-27,13.729165,15.95,11.5,2.3,23.039999,272.30203,72.28605,1011.425
2019-04-28,10.191667,11.05,9.15,30.3,22.104116,283.06332,90.269104,1013.33746
2019-04-29,10.3875,12.4,8.55,13.200002,17.294992,266.54602,89.92104,1011.8542
2019-04-30,11.016666,13.45,9.6,14.900002,17.414474,29.581184,92.25326,1010.56665
2019-05-01,12.152085,17.0,7.6,0.5,21.817902,291.98044,67.53745,1008.47076
2019-05-02,13.602084,18.55,9.6,1.8000001,30.453527,265.93372,70.59238,1005.66254
2019-05-03,10.485417,14.05,7.85,3.3000002,17.447933,277.25497,78.94158,1006.41254
2019-05-04,9.789583,14.6,3.85,0.0,12.522619,217.6263,72.99336,1006.82916
2019-05-05,6.4416676,9.45,3.8,5.0,15.696165,333.26797,80.44114,1010.46674
2019-05-06,7.4624996,10.25,5.5,0.4,17.902534,349.44025,54.903137,1013.0959
2019-05-07,8.477084,12.25,4.9,0.4,19.201874,316.31177,60.523315,1016.25433
2019-05-08,9.422917,14.9,2.0,0.0,11.966954,149.2571,65.765045,1015.2541
2019-05-09,9.270835,11.55,5.2,8.900001,15.315873,128.42897,81.4347,1005.9958
2019-05-10,12.077084,16.9,7.55,2.1000001,16.75064,257.34564,81.152306,1007.6209
2019-05-11,13.3625,18.1,7.85,0.8000001,13.138765,256.21838,69.30933,1012.9124
2019-05-12,13.056249,18.7,8.9,6.8,21.986542,268.09085,80.68121,1018.7251
2019-05-13,8.422917,10.5,6.75,2.6999998,16.09969,323.93417,74.424805,1029.6918
2019-05-14,6.279167,6.85,5.6,15.600001,16.981165,18.301497,87.681274,1025.8042
2019-05-15,9.181251,11.85,6.55,10.500002,13.276144,8.253168,91.35156,1017.1167
2019-05-16,12.179165,17.15,7.15,1.0,16.981165,63.435043,83.17985,1013.825
2019-05-17,14.0,18.2,9.35,9.0,8.854829,296.98004,86.0951,1011.82935
2019-05-18,15.539582,21.2,9.3,0.0,8.891343,204.77507,76.76516,1010.39166
2019-05-19,16.78125,22.15,10.6,1.8000001,15.941944,109.925674,77.29427,1006.66235
2019-05-20,17.20625,22.5,11.85,2.0,16.610792,142.28107,73.74166,1003.86664
2019-05-21,13.90625,16.25,10.5,17.9,29.204409,242.983,82.24559,1003.75415
2019-05-22,13.954169,16.3,12.5,25.000004,30.376833,272.19077,85.90097,1003.9417
2019-05-23,13.247916,15.4,11.85,33.2,23.177402,287.0944,92.00027,1011.5374
2019-05-24,13.575,16.2,11.4,8.099999,16.263872,273.23093,85.63056,1013.8167
2019-05-25,15.541668,20.55,9.8,0.0,14.205182,268.04266,73.72653,1013.1458
2019-05-26,16.6125,21.55,12.1,0.7,15.188415,256.53616,78.153755,1014.05005
2019-05-27,18.991667,23.6,13.5,5.4,12.10157,220.61719,73.250404,1010.85425
2019-05-28,17.779165,20.7,14.7,3.3999999,11.659777,216.78424,81.68279,1005.4333
2019-05-29,12.9875,14.6,11.6,2.9,15.725037,323.00983,83.9478,1013.8333
2019-05-30,10.531251,11.7,9.45,10.3,11.966953,339.39667,78.00722,1023.54596
2019-05-31,14.656251,20.1,9.55,1.6,11.113451,256.3685,71.226616,1023.821
2019-06-01,17.522919,22.85,11.15,0.1,11.304229,49.763927,78.26726,1021.4792
2019-06-02,19.304165,24.25,13.1,0.0,8.435069,58.18301,75.91037,1019.30426
2019-06-03,19.608332,24.4,13.8,0.0,17.811815,92.96408,74.31595,1017.75824
2019-06-04,19.916666,25.75,13.65,0.1,17.076298,89.36256,78.37019,1014.18335
2019-06-05,20.112497,24.3,15.8,0.6,20.478907,91.19597,79.388535,1011.3874
2019-06-06,19.366667,23.75,13.4,1.4000001,14.021525,129.06134,73.62352,1011.6875
2019-06-07,19.635416,24.0,15.2,3.9999998,8.209263,186.6744,81.041565,1014.5207
2019-06-08,20.902082,27.0,15.65,0.1,23.377836,260.6705,74.2835,1018.2417
2019-06-09,19.933332,25.3,14.7,0.0,16.454008,100.62976,68.97395,1024.7042
2019-06-10,23.210419,30.45,17.4,0.0,12.758432,102.2137,71.84199,1017.27924
2019-06-11,24.31042,30.7,18.55,0.1,14.693999,127.07548,62.046513,1013.37915
2019-06-12,24.110418,31.5,17.65,0.6,15.815435,153.31581,66.468376,1012.6252
2019-06-13,24.527084,31.05,17.35,0.0,14.512064,152.06667,66.55294,1013.3125
2019-06-14,23.066666,28.1,18.75,4.6000004,10.195057,212.57399,80.23327,1017.6667
2019-06-15,25.285416,31.85,18.15,0.0,15.745627,92.4161,75.03556,1013.99994
2019-06-16,22.875,27.5,18.8,0.2,16.923828,271.32507,75.131996,1015.14575
2019-06-17,19.189583,21.7,16.85,0.70000005,12.641076,82.53954,72.271935,1020.50415
2019-06-18,19.604168,23.9,14.9,0.3,18.03237,82.306076,77.74079,1018.65424
2019-06-19,22.214584,26.7,17.05,0.1,14.917212,142.51634,77.608505,1013.4167
2019-06-20,21.239584,25.7,18.95,11.2,12.261158,221.57054,78.62643,1011.74994
2019-06-21,21.302082,25.15,18.35,6.8999996,17.193533,256.51404,80.58646,1014.68744
2019-06-22,19.939585,23.45,17.25,6.8999996,15.042659,47.703,84.68175,1019.3833
2019-06-23,20.495832,24.8,16.65,0.4,23.993399,55.865635,68.28028,1018.9124
2019-06-24,21.179163,25.3,17.0,0.0,20.929596,71.83186,66.39629,1022.75
2019-06-25,23.87292,29.6,17.75,0.0,16.808569,98.615555,74.40158,1024.475
2019-06-26,26.416664,32.2,19.95,0.0,15.137133,247.57697,67.90176,1022.0207
2019-06-27,24.412498,28.25,18.95,2.3,25.49908,292.27304,56.16332,1017.3042
2019-06-28,18.866665,22.15,14.8,0.5,17.429354,324.12717,61.216187,1020.19165
2019-06-29,20.34375,26.3,15.05,0.0,19.48661,266.76822,56.054844,1020.6667
2019-06-30,24.060417,31.1,16.25,0.0,15.281989,252.33226,59.785023,1017.1667
2019-07-01,25.624998,33.3,20.15,0.0,36.145508,260.19757,58.966587,1013.1042
2019-07-02,22.227083,25.45,17.8,0.0,21.178896,284.36084,61.307262,1015.18317
2019-07-03,18.24375,21.45,14.6,0.0,20.545246,280.0315,49.116352,1019.32495
2019-07-04,16.712498,21.8,11.0,0.0,17.015474,261.93765,54.480343,1020.79584
2019-07-05,18.429169,23.75,11.75,0.0,24.633049,272.8726,55.161514,1014.38745
2019-07-06,21.535416,26.9,15.75,0.0,23.266697,254.26218,53.95711,1010.0293
2019-07-07,19.614584,24.15,15.1,3.1,19.523155,273.56113,64.538994,1006.89575
2019-07-08,15.958332,18.5,13.0,0.0,23.491207,281.75323,49.820744,1013.26666
2019-07-09,15.660416,19.3,10.9,0.2,22.702845,270.8295,54.952213,1014.3083
2019-07-10,15.504166,19.2,12.75,2.0,27.288855,278.32556,61.66804,1013.85834
2019-07-11,14.991668,19.55,12.2,5.7999997,20.598795,281.03528,71.15444,1012.5999
2019-07-12,17.481249,23.35,10.05,0.0,14.830076,253.7579,61.39644,1011.10834
2019-07-13,16.814585,20.75,14.15,7.7999997,9.83268,269.31793,82.652245,1009.58344
2019-07-14,16.287498,19.25,14.0,22.699999,14.707222,296.68002,84.00728,1011.70416
2019-07-15,17.247915,22.3,12.2,0.0,16.323528,288.40076,65.049614,1013.3208
2019-07-16,16.645834,21.45,12.45,0.1,23.838959,275.50534,70.20338,1013.01654
2019-07-17,16.993752,20.6,13.25,0.6,24.606731,279.63138,65.353836,1012.4375
2019-07-18,17.687502,22.65,12.2,0.0,13.281023,217.14308,65.32145,1013.2668
2019-07-19,19.954168,26.4,12.05,0.0,16.87398,247.19208,65.85958,1014.825
2019-07-20,21.210417,26.9,16.1,0.6,10.44,232.13614,70.64203,1016.76263
2019-07-21,20.895834,27.35,17.9,16.999998,15.496736,241.91219,81.591354,1017.84595
2019-07-22,20.7875,24.95,16.95,1.1,14.689589,268.46057,74.642975,1021.6208
2019-07-23,18.606253,20.1,17.4,1.9000001,13.276144,280.0974,83.0921,1020.2
2019-07-24,19.90833,23.05,17.3,5.2,13.392774,274.2363,84.51828,1018.63745
2019-07-25,21.456251,26.9,15.0,0.0,6.830519,161.2413,71.22587,1018.35425
2019-07-26,21.775,27.3,17.75,0.70000005,12.287555,138.33638,69.14079,1011.68335
2019-07-27,20.666666,25.9,15.35,8.599999,17.373497,94.9055,78.75868,1006.5625
2019-07-28,22.856249,30.6,16.45,0.3,14.494192,105.36434,75.56588,1003.50824
2019-07-29,24.24375,30.3,19.05,0.90000004,10.440001,269.6485,72.10613,1005.04987
2019-07-30,23.677086,28.7,19.5,5.6000004,22.9724,267.02713,79.025475,1007.6833
2019-07-31,21.191666,23.75,19.4,21.900002,16.62249,266.85892,88.78962,1012.0583
2019-08-01,20.174997,23.65,17.4,6.2,17.25373,270.8138,84.00764,1014.6292
2019-08-02,19.460415,23.4,15.15,0.3,12.72283,284.2068,72.37302,1013.19574
2019-08-03,17.627085,21.8,13.95,5.2999997,11.988594,307.8955,78.24158,1011.16656
2019-08-04,17.645834,21.75,13.35,2.0,16.700275,271.05933,74.883766,1013.91656
2019-08-05,19.347918,24.2,14.4,0.4,17.935081,261.48032,69.541374,1013.55005
2019-08-06,21.55625,27.0,16.75,3.2,15.546833,241.97978,71.02342,1011.9416
2019-08-07,21.583334,24.85,17.95,17.999998,12.984975,207.81992,79.935135,1009.26263
2019-08-08,20.416666,23.4,17.3,10.800002,24.122683,262.5458,76.485374,1010.92096
2019-08-09,21.047915,25.75,16.55,0.0,16.199999,253.99663,67.77474,1013.9585
2019-08-10,22.377083,29.3,15.85,6.0000005,21.41319,230.4565,74.80283,1014.0334
2019-08-11,21.229168,25.25,17.45,5.7,13.039754,250.7023,73.65213,1017.86255
2019-08-12,23.195831,28.1,17.45,1.2,9.007196,244.75941,75.977005,1013.45416
2019-08-13,19.768751,22.5,17.7,13.8,16.595179,277.7446,81.01809,1015.0042
2019-08-14,16.054167,18.6,13.25,14.2,17.654688,298.4519,83.27482,1015.8083
2019-08-15,16.454165,21.65,10.6,0.0,10.587918,164.49493,69.05052,1016.64594
2019-08-16,17.081251,21.6,12.05,0.7,13.339445,245.24843,74.31905,1015.6125
2019-08-17,18.308332,22.9,14.0,0.6,7.729527,242.35411,78.82724,1016.24176
2019-08-18,21.870832,26.8,16.1,0.0,18.782204,221.11198,66.09228,1012.72906
2019-08-19,23.733332,30.05,17.75,0.4,10.144082,272.74252,65.98327,1015.0583
