datetime_utc_from,datetime_utc_to,value,parameter,units,coverage_pct,observed_count,expected_count,avg,min,max
2018-07-04T22:00:00Z,2018-07-05T22:00:00Z,8.29,pm10,µg/m³,100.0,24,24,8.286666666666665,3.68,15.33
2018-07-05T22:00:00Z,2018-07-06T22:00:00Z,15.7,pm10,µg/m³,88.0,21,24,15.730000000000002,9.5,21.48
2018-07-08T22:00:00Z,2018-07-09T22:00:00Z,21.5,pm10,µg/m³,4.0,1,24,21.48,21.48,21.48
2018-07-09T22:00:00Z,2018-07-10T22:00:00Z,15.7,pm10,µg/m³,100.0,24,24,15.71375,11.48,20.88
2018-07-10T22:00:00Z,2018-07-11T22:00:00Z,15.7,pm10,µg/m³,88.0,21,24,15.714285714285717,8.93,24.0
2018-07-11T22:00:00Z,2018-07-12T22:00:00Z,19.8,pm10,µg/m³,92.0,22,24,19.812272727272724,12.03,26.88
2018-07-12T22:00:00Z,2018-07-13T22:00:00Z,21.7,pm10,µg/m³,100.0,24,24,21.743750000000002,13.45,32.05
2018-07-13T22:00:00Z,2018-07-14T22:00:00Z,20.4,pm10,µg/m³,100.0,24,24,20.44333333333333,11.98,28.83
2018-07-14T22:00:00Z,2018-07-15T22:00:00Z,17.0,pm10,µg/m³,100.0,24,24,17.03083333333333,9.6,37.78
2018-07-15T22:00:00Z,2018-07-16T22:00:00Z,17.9,pm10,µg/m³,96.0,23,24,17.905217391304348,10.63,29.33
2018-07-17T22:00:00Z,2018-07-18T22:00:00Z,13.6,pm10,µg/m³,92.0,22,24,13.62909090909091,3.55,52.1
2018-07-18T22:00:00Z,2018-07-19T22:00:00Z,16.1,pm10,µg/m³,96.0,23,24,16.069565217391304,8.5,32.33
2018-07-19T22:00:00Z,2018-07-20T22:00:00Z,6.18,pm10,µg/m³,100.0,24,24,6.182083333333334,2.73,15.8
2018-07-20T22:00:00Z,2018-07-21T22:00:00Z,12.3,pm10,µg/m³,100.0,24,24,12.252916666666666,7.55,19.0
2018-07-21T22:00:00Z,2018-07-22T22:00:00Z,11.6,pm10,µg/m³,100.0,24,24,11.582500000000001,6.98,18.18
2018-07-22T22:00:00Z,2018-07-23T22:00:00Z,15.6,pm10,µg/m³,54.0,13,24,15.587692307692306,9.85,21.53
2018-07-23T22:00:00Z,2018-07-24T22:00:00Z,18.4,pm10,µg/m³,54.0,13,24,18.35076923076923,13.45,26.33
2018-07-25T22:00:00Z,2018-07-26T22:00:00Z,18.5,pm10,µg/m³,71.0,17,24,18.49294117647059,0.0,28.8
2018-07-26T22:00:00Z,2018-07-27T22:00:00Z,18.4,pm10,µg/m³,92.0,22,24,18.361818181818183,0.0,27.2
2018-07-27T22:00:00Z,2018-07-28T22:00:00Z,11.4,pm10,µg/m³,96.0,23,24,11.37,3.7,16.28
2018-07-28T22:00:00Z,2018-07-29T22:00:00Z,10.8,pm10,µg/m³,100.0,24,24,10.785416666666668,5.75,14.6
2018-07-29T22:00:00Z,2018-07-30T22:00:00Z,8.79,pm10,µg/m³,100.0,24,24,8.792083333333334,5.93,12.6
2018-07-30T22:00:00Z,2018-07-31T22:00:00Z,6.91,pm10,µg/m³,100.0,24,24,6.912500000000001,3.4,10.9
2018-07-31T22:00:00Z,2018-08-01T22:00:00Z,8.99,pm10,µg/m³,100.0,24,24,8.987083333333333,3.93,16.2
2018-08-01T22:00:00Z,2018-08-02T22:00:00Z,15.2,pm10,µg/m³,100.0,24,24,15.174166666666665,9.53,22.7
2018-08-02T22:00:00Z,2018-08-03T22:00:00Z,19.8,pm10,µg/m³,92.0,22,24,19.767272727272726,12.1,29.5
2018-08-03T22:00:00Z,2018-08-04T22:00:00Z,17.0,pm10,µg/m³,100.0,24,24,16.97125,8.5,28.1
2018-08-04T22:00:00Z,2018-08-05T22:00:00Z,13.4,pm10,µg/m³,100.0,24,24,13.387500000000001,6.7,20.3
2018-08-05T22:00:00Z,2018-08-06T22:00:00Z,7.89,pm10,µg/m³,75.0,18,24,7.890555555555555,0.0,15.1
2018-08-06T22:00:00Z,2018-08-07T22:00:00Z,0.585,pm10,µg/m³,54.0,13,24,0.5846153846153846,0.0,3.5
2018-08-07T22:00:00Z,2018-08-08T22:00:00Z,5.41,pm10,µg/m³,83.0,20,24,5.405,0.0,14.9
2018-08-08T22:00:00Z,2018-08-09T22:00:00Z,7.75,pm10,µg/m³,92.0,22,24,7.752727272727273,0.5,29.7
2018-08-09T22:00:00Z,2018-08-10T22:00:00Z,6.09,pm10,µg/m³,100.0,24,24,6.090833333333332,1.35,11.1
2018-08-10T22:00:00Z,2018-08-11T22:00:00Z,5.58,pm10,µg/m³,79.0,19,24,5.58421052631579,2.5,9.6
2018-08-11T22:00:00Z,2018-08-12T22:00:00Z,6.08,pm10,µg/m³,46.0,11,24,6.081818181818181,0.0,15.9
2018-08-12T22:00:00Z,2018-08-13T22:00:00Z,5.32,pm10,µg/m³,100.0,24,24,5.315,1.1,14.3
2018-08-13T22:00:00Z,2018-08-14T22:00:00Z,6.09,pm10,µg/m³,96.0,23,24,6.088260869565219,3.2,11.9
2018-08-14T22:00:00Z,2018-08-15T22:00:00Z,6.01,pm10,µg/m³,71.0,17,24,6.011764705882354,3.0,12.5
2018-08-16T22:00:00Z,2018-08-17T22:00:00Z,11.3,pm10,µg/m³,63.0,15,24,11.308,4.43,18.18
2018-08-17T22:00:00Z,2018-08-18T22:00:00Z,11.1,pm10,µg/m³,96.0,23,24,11.119565217391306,8.33,15.1
2018-08-18T22:00:00Z,2018-08-19T22:00:00Z,10.1,pm10,µg/m³,79.0,19,24,10.112631578947369,6.7,15.08
2018-08-19T22:00:00Z,2018-08-20T22:00:00Z,8.73,pm10,µg/m³,100.0,24,24,8.727083333333335,4.0,15.6
2018-08-20T22:00:00Z,2018-08-21T22:00:00Z,7.3,pm10,µg/m³,54.0,13,24,7.303076923076924,4.2,12.08
2018-08-21T22:00:00Z,2018-08-22T22:00:00Z,13.7,pm10,µg/m³,38.0,9,24,13.720000000000002,11.0,17.7
2018-08-22T22:00:00Z,2018-08-23T22:00:00Z,15.9,pm10,µg/m³,67.0,16,24,15.860000000000001,7.4,22.5
2018-08-23T22:00:00Z,2018-08-24T22:00:00Z,11.6,pm10,µg/m³,13.0,3,24,11.566666666666668,6.8,19.7
2018-08-24T22:00:00Z,2018-08-25T22:00:00Z,7.75,pm10,µg/m³,92.0,22,24,7.754545454545454,1.2,12.8
2018-08-25T22:00:00Z,2018-08-26T22:00:00Z,5.3,pm10,µg/m³,96.0,23,24,5.304347826086958,2.0,9.5
2018-08-26T22:00:00Z,2018-08-27T22:00:00Z,9.08,pm10,µg/m³,83.0,20,24,9.079999999999998,0.9,21.5
2018-08-27T22:00:00Z,2018-08-28T22:00:00Z,13.6,pm10,µg/m³,100.0,24,24,13.5875,3.3,26.0
2018-08-28T22:00:00Z,2018-08-29T22:00:00Z,8.34,pm10,µg/m³,96.0,23,24,8.343478260869565,1.8,14.1
2018-08-29T22:00:00Z,2018-08-30T22:00:00Z,9.35,pm10,µg/m³,100.0,24,24,9.345833333333335,4.3,21.0
2018-08-30T22:00:00Z,2018-08-31T22:00:00Z,11.3,pm10,µg/m³,92.0,22,24,11.3,6.9,20.5
2018-08-31T22:00:00Z,2018-09-01T22:00:00Z,10.2,pm10,µg/m³,100.0,24,24,10.195833333333333,6.0,15.0
2018-09-01T22:00:00Z,2018-09-02T22:00:00Z,10.8,pm10,µg/m³,96.0,23,24,10.81304347826087,5.9,57.3
2018-09-02T22:00:00Z,2018-09-03T22:00:00Z,15.1,pm10,µg/m³,83.0,20,24,15.1,8.0,32.9
2018-09-03T22:00:00Z,2018-09-04T22:00:00Z,19.9,pm10,µg/m³,58.0,14,24,19.899999999999995,11.0,33.9
2018-09-04T22:00:00Z,2018-09-05T22:00:00Z,18.2,pm10,µg/m³,100.0,24,24,18.15833333333333,9.5,27.1
2018-09-05T22:00:00Z,2018-09-06T22:00:00Z,15.1,pm10,µg/m³,96.0,23,24,15.139130434782608,10.6,25.2
2018-09-06T22:00:00Z,2018-09-07T22:00:00Z,7.46,pm10,µg/m³,96.0,23,24,7.460869565217391,0.0,12.5
2018-09-07T22:00:00Z,2018-09-08T22:00:00Z,7.88,pm10,µg/m³,96.0,23,24,7.878260869565219,3.5,14.1
2018-09-08T22:00:00Z,2018-09-09T22:00:00Z,5.24,pm10,µg/m³,96.0,23,24,5.239130434782609,1.7,10.5
2018-09-09T22:00:00Z,2018-09-10T22:00:00Z,12.8,pm10,µg/m³,96.0,23,24,12.782608695652174,8.5,21.3
2018-09-10T22:00:00Z,2018-09-11T22:00:00Z,13.3,pm10,µg/m³,88.0,21,24,13.323809523809526,7.6,24.1
2018-09-11T22:00:00Z,2018-09-12T22:00:00Z,21.3,pm10,µg/m³,100.0,24,24,21.3125,10.7,63.3
2018-09-12T22:00:00Z,2018-09-13T22:00:00Z,13.7,pm10,µg/m³,96.0,23,24,13.665217391304346,8.4,24.6
2018-09-13T22:00:00Z,2018-09-14T22:00:00Z,13.2,pm10,µg/m³,63.0,15,24,13.180000000000003,7.9,21.2
2018-09-17T22:00:00Z,2018-09-18T22:00:00Z,5.3,pm10,µg/m³,88.0,21,24,5.295238095238095,0.0,13.9
2018-09-18T22:00:00Z,2018-09-19T22:00:00Z,16.1,pm10,µg/m³,100.0,24,24,16.13333333333333,8.4,26.8
2018-09-19T22:00:00Z,2018-09-20T22:00:00Z,13.6,pm10,µg/m³,100.0,24,24,13.616666666666669,7.3,19.2
2018-09-20T22:00:00Z,2018-09-21T22:00:00Z,12.5,pm10,µg/m³,58.0,14,24,12.514285714285716,6.9,16.6
2018-09-21T22:00:00Z,2018-09-22T22:00:00Z,6.58,pm10,µg/m³,38.0,9,24,6.577777777777778,4.5,10.9
2018-09-22T22:00:00Z,2018-09-23T22:00:00Z,3.42,pm10,µg/m³,83.0,20,24,3.4200000000000004,0.1,12.0
2018-09-23T22:00:00Z,2018-09-24T22:00:00Z,8.0,pm10,µg/m³,100.0,24,24,8.004166666666666,2.9,12.3
2018-09-24T22:00:00Z,2018-09-25T22:00:00Z,8.67,pm10,µg/m³,100.0,24,24,8.666666666666668,5.4,13.9
2018-09-25T22:00:00Z,2018-09-26T22:00:00Z,9.06,pm10,µg/m³,96.0,23,24,9.06086956521739,5.8,22.0
2018-09-26T22:00:00Z,2018-09-27T22:00:00Z,14.6,pm10,µg/m³,100.0,24,24,14.645833333333334,9.0,23.4
2018-09-27T22:00:00Z,2018-09-28T22:00:00Z,20.3,pm10,µg/m³,100.0,24,24,20.325,11.4,41.0
2018-09-28T22:00:00Z,2018-09-29T22:00:00Z,12.5,pm10,µg/m³,83.0,20,24,12.485,6.9,16.7
2018-09-29T22:00:00Z,2018-09-30T22:00:00Z,11.4,pm10,µg/m³,100.0,24,24,11.4,6.7,16.5
2018-09-30T22:00:00Z,2018-10-01T22:00:00Z,10.7,pm10,µg/m³,92.0,22,24,10.70909090909091,7.7,13.9
2018-10-01T22:00:00Z,2018-10-02T22:00:00Z,10.5,pm10,µg/m³,88.0,21,24,10.452380952380953,2.6,18.7
2018-10-02T22:00:00Z,2018-10-03T22:00:00Z,11.3,pm10,µg/m³,100.0,24,24,11.299999999999999,4.9,20.6
2018-10-03T22:00:00Z,2018-10-04T22:00:00Z,11.4,pm10,µg/m³,83.0,20,24,11.444999999999999,2.4,25.7
2018-10-04T22:00:00Z,2018-10-05T22:00:00Z,13.6,pm10,µg/m³,88.0,21,24,13.623809523809522,7.0,25.5
2018-10-05T22:00:00Z,2018-10-06T22:00:00Z,14.0,pm10,µg/m³,100.0,24,24,13.991666666666667,3.3,26.9
2018-10-06T22:00:00Z,2018-10-07T22:00:00Z,5.16,pm10,µg/m³,100.0,24,24,5.1625000000000005,1.0,13.4
2018-10-07T22:00:00Z,2018-10-08T22:00:00Z,14.1,pm10,µg/m³,92.0,22,24,14.140909090909089,10.4,22.1
2018-10-08T22:00:00Z,2018-10-09T22:00:00Z,17.8,pm10,µg/m³,96.0,23,24,17.752173913043475,9.1,31.7
2018-10-09T22:00:00Z,2018-10-10T22:00:00Z,10.6,pm10,µg/m³,63.0,15,24,10.593333333333334,5.2,18.1
2018-10-10T22:00:00Z,2018-10-11T22:00:00Z,7.06,pm10,µg/m³,21.0,5,24,7.06,1.0,22.2
2018-10-11T22:00:00Z,2018-10-12T22:00:00Z,16.9,pm10,µg/m³,75.0,18,24,16.927777777777777,7.0,118.6
2018-10-12T22:00:00Z,2018-10-13T22:00:00Z,7.82,pm10,µg/m³,92.0,22,24,7.822727272727277,5.3,14.0
2018-10-13T22:00:00Z,2018-10-14T22:00:00Z,11.0,pm10,µg/m³,92.0,22,24,10.959090909090909,7.3,15.1
2018-10-15T22:00:00Z,2018-10-16T22:00:00Z,14.8,pm10,µg/m³,92.0,22,24,14.836363636363638,8.6,20.0
2018-10-16T22:00:00Z,2018-10-17T22:00:00Z,14.0,pm10,µg/m³,100.0,24,24,14.033333333333331,7.0,23.6
2018-10-17T22:00:00Z,2018-10-18T22:00:00Z,27.3,pm10,µg/m³,92.0,22,24,27.322727272727278,13.5,34.9
2018-10-18T22:00:00Z,2018-10-19T22:00:00Z,30.0,pm10,µg/m³,100.0,24,24,30.02916666666667,19.8,41.1
2018-10-19T22:00:00Z,2018-10-20T22:00:00Z,31.3,pm10,µg/m³,100.0,24,24,31.279166666666665,14.8,41.8
2018-10-20T22:00:00Z,2018-10-21T22:00:00Z,23.9,pm10,µg/m³,100.0,24,24,23.925,7.4,36.3
2018-10-21T22:00:00Z,2018-10-22T22:00:00Z,21.5,pm10,µg/m³,100.0,24,24,21.450000000000003,9.6,45.6
2018-10-22T22:00:00Z,2018-10-23T22:00:00Z,20.3,pm10,µg/m³,100.0,24,24,20.341666666666665,15.4,26.6
2018-10-23T22:00:00Z,2018-10-24T22:00:00Z,21.8,pm10,µg/m³,100.0,24,24,21.83333333333333,13.7,35.6
2018-10-24T22:00:00Z,2018-10-25T22:00:00Z,20.1,pm10,µg/m³,100.0,24,24,20.054166666666667,11.6,35.6
2018-10-25T22:00:00Z,2018-10-26T22:00:00Z,15.0,pm10,µg/m³,100.0,24,24,14.970833333333331,5.2,36.2
2018-10-26T22:00:00Z,2018-10-27T22:00:00Z,8.96,pm10,µg/m³,100.0,24,24,8.962500000000002,4.0,19.0
2018-10-27T22:00:00Z,2018-10-28T23:00:00Z,14.0,pm10,µg/m³,100.0,24,24,13.987500000000002,9.5,18.1
2018-10-28T23:00:00Z,2018-10-29T23:00:00Z,14.0,pm10,µg/m³,96.0,23,24,13.96521739130435,6.8,21.6
2018-10-29T23:00:00Z,2018-10-30T23:00:00Z,10.3,pm10,µg/m³,92.0,22,24,10.25,6.3,20.4
2018-10-30T23:00:00Z,2018-10-31T23:00:00Z,10.2,pm10,µg/m³,100.0,24,24,10.204166666666667,5.6,14.8
2018-10-31T23:00:00Z,2018-11-01T23:00:00Z,5.04,pm10,µg/m³,92.0,22,24,5.036363636363637,0.5,12.0
2018-11-01T23:00:00Z,2018-11-02T23:00:00Z,9.91,pm10,µg/m³,83.0,20,24,9.904999999999998,1.4,22.7
2018-11-02T23:00:00Z,2018-11-03T23:00:00Z,25.1,pm10,µg/m³,33.0,8,24,25.099999999999998,20.1,30.2
2018-11-03T23:00:00Z,2018-11-04T23:00:00Z,18.4,pm10,µg/m³,67.0,16,24,18.368750000000002,10.3,32.9
2018-11-04T23:00:00Z,2018-11-05T23:00:00Z,16.6,pm10,µg/m³,100.0,24,24,16.575,6.1,37.6
2018-11-05T23:00:00Z,2018-11-06T23:00:00Z,6.2,pm10,µg/m³,100.0,24,24,6.204166666666667,1.5,18.0
2018-11-06T23:00:00Z,2018-11-07T23:00:00Z,4.43,pm10,µg/m³,100.0,24,24,4.433333333333334,1.8,8.1
2018-11-07T23:00:00Z,2018-11-08T23:00:00Z,10.3,pm10,µg/m³,92.0,22,24,10.281818181818183,2.3,21.2
2018-11-08T23:00:00Z,2018-11-09T23:00:00Z,10.8,pm10,µg/m³,96.0,23,24,10.77391304347826,5.9,17.7
2018-11-09T23:00:00Z,2018-11-10T23:00:00Z,4.05,pm10,µg/m³,92.0,22,24,4.05,0.1,10.5
2018-11-10T23:00:00Z,2018-11-11T23:00:00Z,6.87,pm10,µg/m³,100.0,24,24,6.870833333333334,2.7,15.8
2018-11-11T23:00:00Z,2018-11-12T23:00:00Z,6.61,pm10,µg/m³,100.0,24,24,6.608333333333334,0.1,15.0
2018-11-12T23:00:00Z,2018-11-13T23:00:00Z,10.7,pm10,µg/m³,100.0,24,24,10.658333333333333,6.0,28.1
2018-11-13T23:00:00Z,2018-11-14T23:00:00Z,23.4,pm10,µg/m³,4.0,1,24,23.4,23.4,23.4
2018-11-14T23:00:00Z,2018-11-15T23:00:00Z,12.1,pm10,µg/m³,96.0,23,24,12.143478260869568,2.3,28.8
2018-11-15T23:00:00Z,2018-11-16T23:00:00Z,6.4,pm10,µg/m³,67.0,16,24,6.4,3.7,11.0
2018-11-16T23:00:00Z,2018-11-17T23:00:00Z,17.1,pm10,µg/m³,75.0,18,24,17.06666666666667,5.6,29.5
2018-11-17T23:00:00Z,2018-11-18T23:00:00Z,16.7,pm10,µg/m³,92.0,22,24,16.654545454545453,9.7,26.4
2018-11-18T23:00:00Z,2018-11-19T23:00:00Z,11.1,pm10,µg/m³,88.0,21,24,11.114285714285714,6.3,14.6
2018-11-19T23:00:00Z,2018-11-20T23:00:00Z,13.9,pm10,µg/m³,79.0,19,24,13.947368421052632,4.2,24.2
2018-11-20T23:00:00Z,2018-11-21T23:00:00Z,30.9,pm10,µg/m³,67.0,16,24,30.887500000000003,0.0,47.3
2018-11-21T23:00:00Z,2018-11-22T23:00:00Z,20.6,pm10,µg/m³,100.0,24,24,20.570833333333336,11.2,46.7
2018-11-22T23:00:00Z,2018-11-23T23:00:00Z,14.6,pm10,µg/m³,100.0,24,24,14.620833333333332,7.4,31.9
2018-11-23T23:00:00Z,2018-11-24T23:00:00Z,7.41,pm10,µg/m³,88.0,21,24,7.4142857142857155,2.2,17.1
2018-11-24T23:00:00Z,2018-11-25T23:00:00Z,8.66,pm10,µg/m³,83.0,20,24,8.66,4.0,10.9
2018-11-25T23:00:00Z,2018-11-26T23:00:00Z,15.3,pm10,µg/m³,100.0,24,24,15.287500000000003,0.0,25.8
2018-11-26T23:00:00Z,2018-11-27T23:00:00Z,16.8,pm10,µg/m³,88.0,21,24,16.752380952380953,8.6,24.7
2018-11-27T23:00:00Z,2018-11-28T23:00:00Z,7.82,pm10,µg/m³,88.0,21,24,7.823809523809524,4.3,10.9
2018-11-28T23:00:00Z,2018-11-29T23:00:00Z,14.4,pm10,µg/m³,46.0,11,24,14.41818181818182,7.4,50.5
2018-11-29T23:00:00Z,2018-11-30T23:00:00Z,9.77,pm10,µg/m³,13.0,3,24,9.766666666666667,8.7,11.0
2018-11-30T23:00:00Z,2018-12-01T23:00:00Z,1.22,pm10,µg/m³,25.0,6,24,1.2166666666666666,0.1,2.7
2018-12-01T23:00:00Z,2018-12-02T23:00:00Z,1.19,pm10,µg/m³,75.0,18,24,1.1888888888888889,0.0,3.2
2018-12-02T23:00:00Z,2018-12-03T23:00:00Z,3.68,pm10,µg/m³,75.0,18,24,3.677777777777778,0.7,7.8
2018-12-03T23:00:00Z,2018-12-04T23:00:00Z,14.4,pm10,µg/m³,71.0,17,24,14.358823529411765,5.7,33.6
2018-12-04T23:00:00Z,2018-12-05T23:00:00Z,29.0,pm10,µg/m³,71.0,17,24,29.035294117647055,3.6,105.0
2018-12-05T23:00:00Z,2018-12-06T23:00:00Z,3.08,pm10,µg/m³,67.0,16,24,3.075,0.7,8.9
2018-12-06T23:00:00Z,2018-12-07T23:00:00Z,5.89,pm10,µg/m³,54.0,13,24,5.892307692307693,1.1,11.9
2018-12-08T23:00:00Z,2018-12-09T23:00:00Z,18.3,pm10,µg/m³,25.0,6,24,18.250000000000004,14.6,24.9
2018-12-09T23:00:00Z,2018-12-10T23:00:00Z,10.8,pm10,µg/m³,13.0,3,24,10.833333333333334,9.5,12.0
2018-12-15T23:00:00Z,2018-12-16T23:00:00Z,7.03,pm10,µg/m³,96.0,23,24,7.0260869565217385,1.2,15.5
2018-12-16T23:00:00Z,2018-12-17T23:00:00Z,10.4,pm10,µg/m³,83.0,20,24,10.434999999999999,3.6,16.6
2018-12-17T23:00:00Z,2018-12-18T23:00:00Z,6.64,pm10,µg/m³,100.0,24,24,6.641666666666667,2.6,13.9
2018-12-18T23:00:00Z,2018-12-19T23:00:00Z,4.73,pm10,µg/m³,100.0,24,24,4.7250000000000005,1.6,9.3
2018-12-19T23:00:00Z,2018-12-20T23:00:00Z,8.55,pm10,µg/m³,33.0,8,24,8.55,5.5,11.6
2018-12-20T23:00:00Z,2018-12-21T23:00:00Z,4.41,pm10,µg/m³,29.0,7,24,4.414285714285715,1.0,8.6
2018-12-21T23:00:00Z,2018-12-22T23:00:00Z,13.3,pm10,µg/m³,100.0,24,24,13.337500000000004,2.2,19.3
2018-12-22T23:00:00Z,2018-12-23T23:00:00Z,16.3,pm10,µg/m³,42.0,10,24,16.25,6.4,23.1
2018-12-23T23:00:00Z,2018-12-24T23:00:00Z,6.09,pm10,µg/m³,83.0,20,24,6.084999999999999,0.0,16.2
2018-12-24T23:00:00Z,2018-12-25T23:00:00Z,13.3,pm10,µg/m³,100.0,24,24,13.345833333333333,5.1,24.0
2018-12-25T23:00:00Z,2018-12-26T23:00:00Z,12.1,pm10,µg/m³,100.0,24,24,12.074999999999998,5.0,19.1
2018-12-26T23:00:00Z,2018-12-27T23:00:00Z,12.5,pm10,µg/m³,33.0,8,24,12.512500000000001,9.5,21.4
2018-12-27T23:00:00Z,2018-12-28T23:00:00Z,14.1,pm10,µg/m³,33.0,8,24,14.087499999999999,10.0,17.3
2018-12-28T23:00:00Z,2018-12-29T23:00:00Z,21.8,pm10,µg/m³,100.0,24,24,21.84583333333333,16.7,26.7
2018-12-29T23:00:00Z,2018-12-30T23:00:00Z,16.2,pm10,µg/m³,100.0,24,24,16.158333333333335,8.2,27.0
2018-12-30T23:00:00Z,2018-12-31T23:00:00Z,7.46,pm10,µg/m³,21.0,5,24,7.459999999999999,3.8,11.3
2019-01-01T23:00:00Z,2019-01-02T23:00:00Z,13.9,pm10,µg/m³,83.0,20,24,13.9,7.2,24.4
2019-01-02T23:00:00Z,2019-01-03T23:00:00Z,19.7,pm10,µg/m³,100.0,24,24,19.7,11.8,30.3
2019-01-03T23:00:00Z,2019-01-04T23:00:00Z,23.1,pm10,µg/m³,33.0,8,24,23.137500000000003,19.8,27.4
2019-01-05T23:00:00Z,2019-01-06T23:00:00Z,20.7,pm10,µg/m³,100.0,24,24,20.712500000000002,15.1,26.5
2019-01-06T23:00:00Z,2019-01-07T23:00:00Z,22.2,pm10,µg/m³,100.0,24,24,22.22083333333333,9.4,35.9
2019-01-07T23:00:00Z,2019-01-08T23:00:00Z,15.1,pm10,µg/m³,100.0,24,24,15.095833333333333,9.3,25.2
2019-01-08T23:00:00Z,2019-01-09T23:00:00Z,18.7,pm10,µg/m³,21.0,5,24,18.7,15.7,21.6
2019-01-09T23:00:00Z,2019-01-10T23:00:00Z,16.8,pm10,µg/m³,79.0,19,24,16.757894736842104,11.4,22.5
2019-01-10T23:00:00Z,2019-01-11T23:00:00Z,24.4,pm10,µg/m³,33.0,8,24,24.4,21.9,27.0
2019-01-12T23:00:00Z,2019-01-13T23:00:00Z,1.4,pm10,µg/m³,4.0,1,24,1.4,1.4,1.4
2019-01-13T23:00:00Z,2019-01-14T23:00:00Z,12.2,pm10,µg/m³,96.0,23,24,12.217391304347826,2.9,22.4
2019-01-14T23:00:00Z,2019-01-15T23:00:00Z,13.5,pm10,µg/m³,100.0,24,24,13.47916666666667,6.4,21.7
2019-01-15T23:00:00Z,2019-01-16T23:00:00Z,20.2,pm10,µg/m³,33.0,8,24,20.2,16.1,23.3
2019-01-17T23:00:00Z,2019-01-18T23:00:00Z,15.2,pm10,µg/m³,75.0,18,24,15.183333333333334,6.8,24.4
2019-01-18T23:00:00Z,2019-01-19T23:00:00Z,14.3,pm10,µg/m³,71.0,17,24,14.323529411764707,5.4,34.8
2019-01-19T23:00:00Z,2019-01-20T23:00:00Z,14.1,pm10,µg/m³,88.0,21,24,14.076190476190474,8.6,23.0
2019-01-20T23:00:00Z,2019-01-21T23:00:00Z,34.9,pm10,µg/m³,92.0,22,24,34.89090909090909,10.3,44.3
2019-01-21T23:00:00Z,2019-01-22T23:00:00Z,19.3,pm10,µg/m³,92.0,22,24,19.254545454545454,6.4,32.0
2019-01-22T23:00:00Z,2019-01-23T23:00:00Z,6.85,pm10,µg/m³,100.0,24,24,6.8500000000000005,1.8,21.8
2019-01-23T23:00:00Z,2019-01-24T23:00:00Z,18.8,pm10,µg/m³,75.0,18,24,18.77777777777778,11.5,29.7
2019-01-24T23:00:00Z,2019-01-25T23:00:00Z,15.3,pm10,µg/m³,79.0,19,24,15.28947368421052,7.0,22.2
2019-01-25T23:00:00Z,2019-01-26T23:00:00Z,5.58,pm10,µg/m³,83.0,20,24,5.574999999999999,0.7,14.0
2019-01-26T23:00:00Z,2019-01-27T23:00:00Z,7.08,pm10,µg/m³,83.0,20,24,7.075,2.4,16.3
2019-01-27T23:00:00Z,2019-01-28T23:00:00Z,9.32,pm10,µg/m³,79.0,19,24,9.315789473684212,5.2,14.5
2019-01-28T23:00:00Z,2019-01-29T23:00:00Z,8.81,pm10,µg/m³,79.0,19,24,8.810526315789474,2.2,13.9
2019-01-29T23:00:00Z,2019-01-30T23:00:00Z,4.67,pm10,µg/m³,88.0,21,24,4.6714285714285735,1.4,9.4
2019-01-30T23:00:00Z,2019-01-31T23:00:00Z,4.39,pm10,µg/m³,92.0,22,24,4.386363636363636,0.1,10.3
2019-01-31T23:00:00Z,2019-02-01T23:00:00Z,7.32,pm10,µg/m³,75.0,18,24,7.322222222222223,2.2,12.8
2019-02-01T23:00:00Z,2019-02-02T23:00:00Z,12.8,pm10,µg/m³,67.0,16,24,12.8,9.0,17.0
2019-02-02T23:00:00Z,2019-02-03T23:00:00Z,14.8,pm10,µg/m³,92.0,22,24,14.831818181818182,4.9,42.0
2019-02-03T23:00:00Z,2019-02-04T23:00:00Z,10.3,pm10,µg/m³,71.0,17,24,10.282352941176471,7.6,12.6
2019-02-04T23:00:00Z,2019-02-05T23:00:00Z,13.6,pm10,µg/m³,42.0,10,24,13.59,9.2,25.2
2019-02-10T23:00:00Z,2019-02-11T23:00:00Z,12.0,pm10,µg/m³,71.0,17,24,11.994117647058824,6.9,26.8
2019-02-12T23:00:00Z,2019-02-13T23:00:00Z,21.6,pm10,µg/m³,75.0,18,24,21.622222222222224,6.7,59.0
2019-02-13T23:00:00Z,2019-02-14T23:00:00Z,25.5,pm10,µg/m³,54.0,13,24,25.523076923076914,16.2,38.9
2019-02-14T23:00:00Z,2019-02-15T23:00:00Z,33.3,pm10,µg/m³,83.0,20,24,33.27499999999999,16.5,57.4
2019-02-16T23:00:00Z,2019-02-17T23:00:00Z,8.63,pm10,µg/m³,58.0,14,24,8.628571428571428,4.8,26.4
2019-02-17T23:00:00Z,2019-02-18T23:00:00Z,15.3,pm10,µg/m³,100.0,24,24,15.25,6.6,35.9
2019-02-18T23:00:00Z,2019-02-19T23:00:00Z,17.9,pm10,µg/m³,100.0,24,24,17.858333333333334,5.2,29.8
2019-02-19T23:00:00Z,2019-02-20T23:00:00Z,35.7,pm10,µg/m³,4.0,1,24,35.7,35.7,35.7
2019-02-20T23:00:00Z,2019-02-21T23:00:00Z,28.3,pm10,µg/m³,67.0,16,24,28.318749999999998,18.4,39.5
2019-02-21T23:00:00Z,2019-02-22T23:00:00Z,40.6,pm10,µg/m³,96.0,23,24,40.60434782608696,18.1,65.2
